title;address;price;rooms;area;floor;max_floor;rent;energy_certificate;form_of_the_property;finishing_condition;balcony_garden_terrace;parking_place;heating;market;advertisement_type;year_of_construction;type_of_development;windows;is_elevator
Ołtaszyn| Dwupoziomowy apartament| Wysoki standard;Generała Maczka, Partynice, Krzyki, Wrocław, dolnośląskie;1549000;5;114.00;2;2;800;;pełna własność;;balkon;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2006;blok;plastikowe;False
3 pokoje do wejścia;ul. Grabiszyńska, Gajowice, Fabryczna, Wrocław, dolnośląskie;649700;3;45.20;7;10;550;;;do remontu;balkon;;miejskie;wtórny;biuro nieruchomości ;1965;blok;plastikowe;True
2 pokoje | Centrum;ul. Brązowa, Gajowice, Fabryczna, Wrocław, dolnośląskie;639000;2;50.20;2;4;300;;pełna własność;;balkon;;gazowe;wtórny;biuro nieruchomości ;1915;kamienica;plastikowe;False
Cztery pokoje do wprowadzenia, Nowe Żerniki;ul. Heinricha Lauterbacha, Leśnica, Fabryczna, Wrocław, dolnośląskie;819000;4;58.94;4;4;750;;pełna własność;do zamieszkania;balkon;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2018;blok;plastikowe;True
Rozkładowe 3 pokoje | Balkon | Winda;ul. Sztabowa, Powstańców Śląskich, Krzyki, Wrocław, dolnośląskie;770000;3;65.30;3;7;1;;pełna własność;;balkon;;miejskie;wtórny;biuro nieruchomości ;1991;plomba;plastikowe;True
WYKOŃCZNY lokal Inwestycyjny >cena netto 385 692;Szczepin, Stare Miasto, Wrocław, dolnośląskie;474402;2;34.00;1;;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;;apartamentowiec;plastikowe;True
Widok na zieleń. Łazienka 5,1m2.Tramwaj ok 100m.;ul. Kosmonautów, Leśnica, Fabryczna, Wrocław, dolnośląskie;619000;2;56.66;1;3;578;;pełna własność;;balkon;;inne;wtórny;biuro nieruchomości ;2005;blok;plastikowe;False
Oficerska, 3 pok. po generalnym remoncie;ul. Oficerska, Powstańców Śląskich, Krzyki, Wrocław, dolnośląskie;678000;3;47.00;6;10;600;;pełna własność;do zamieszkania;;;miejskie;wtórny;biuro nieruchomości ;1980;blok;plastikowe;True
Okazja! 3 pokoje! Blisko parku!;ul. Jodłowicka, Pracze Odrzańskie, Fabryczna, Wrocław, dolnośląskie;779000;3;57.20;3;4;650;;pełna własność;;balkon;;kotłownia;wtórny;biuro nieruchomości ;2021;blok;plastikowe;True
Piekny Apartamentowiec Na Ołtaszynie;ul. Ułańska, Ołtaszyn, Krzyki, Wrocław, dolnośląskie;1399000;4;109.00;2;2;870;;pełna własność;;balkon;garaż/miejsce parkingowe;kotłownia;wtórny;biuro nieruchomości ;2017;apartamentowiec;drewniane;False
Top | Trzypokojowe mieszkanie w centrum;ok. Pl. Św. Macieja, Nadodrze, Śródmieście, Wrocław, dolnośląskie;749900;3;61.00;1;4;380;;pełna własność;do zamieszkania;;;gazowe;wtórny;biuro nieruchomości ;1933;kamienica;plastikowe;False
Ostatnia, widna kawalerka ! - bez skosów;ul. Nefrytowa, Ołtaszyn, Krzyki, Wrocław, dolnośląskie;476661;2;40.81;1;2;;;;do wykończenia;balkon;;;pierwotny;biuro nieruchomości ;2023;apartamentowiec;plastikowe;True
2 pokojowe, od strony południowej - Promocja !;ul. Ibn Siny Awicenny, Oporów, Fabryczna, Wrocław, dolnośląskie;574766;3;41.90;3;3;;;pełna własność;do wykończenia;;;gazowe;pierwotny;biuro nieruchomości ;2025;blok;;True
Osobna kuchnia, 2 pokoje, antresola ! - Promocja;ul. Ibn Siny Awicenny, Oporów, Fabryczna, Wrocław, dolnośląskie;591632;3;47.80;3;3;;;pełna własność;do wykończenia;;;gazowe;pierwotny;biuro nieruchomości ;2025;blok;;True
Lokum Victoria / 2 łazienki / Okazja / garaż i kom;ul. Tęczowa, Gajowice, Fabryczna, Wrocław, dolnośląskie;879000;3;62.12;2;7;630;;pełna własność;do zamieszkania;balkon;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2018;blok;plastikowe;True
Ul. Oficerska - 3M | Po remoncie | Do wprowadzenia;Powstańców Śląskich, Krzyki, Wrocław, dolnośląskie;678000;3;48.00;6;10;600;;pełna własność;;;;miejskie;wtórny;biuro nieruchomości ;1975;blok;plastikowe;True
WYKOŃCZNY lokal Inwestycyjny >cena netto 320 908;Szczepin, Stare Miasto, Wrocław, dolnośląskie;394718;1;29.00;3;;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;;apartamentowiec;plastikowe;True
Apartament 70m2, 2 x Łazienka, garaż;Muchobór Wielki, Fabryczna, Wrocław, dolnośląskie;699000;3;70.00;2;2;790;A;pełna własność;do zamieszkania;balkon;garaż/miejsce parkingowe;kotłownia;wtórny;prywatny;2016;blok;plastikowe;True
2pokoje, piękna klatka, 2 piwnice, zieleń, cisza!;Powstańców Śląskich, Krzyki, Wrocław, dolnośląskie;840000;2;71.40;3;4;624;;pełna własność;do zamieszkania;balkon;;gazowe;wtórny;biuro nieruchomości ;1926;kamienica;;False
Do Wprowadzenia! 3 pokoje/klima/balkon/garaż;Poświętne, Psie Pole, Wrocław, dolnośląskie;696000;3;53.55;3;3;756;;pełna własność;do zamieszkania;balkon;garaż/miejsce parkingowe;inne;wtórny;biuro nieruchomości ;2020;blok;;True
Skomunikowane | 2 pokoje|;al. gen. Józefa Hallera, Gajowice, Fabryczna, Wrocław, dolnośląskie;670000;2;49.30;4;9;;;;do zamieszkania;balkon;;miejskie;wtórny;biuro nieruchomości ;1981;blok;plastikowe;True
Do odbioru z łazienką POD KLUCZ✨Taras 27m2 ✨ HIT;Gaj, Krzyki, Wrocław, dolnośląskie;473069;1;33.81;6;;;;pełna własność;do zamieszkania;balkon, taras;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2023;apartamentowiec;plastikowe;True
Dwustronne mieszkanie Świetna opcja na start;ul. Przyjaźni, Krzyki, Krzyki, Wrocław, dolnośląskie;624125;2;45.28;parter;8;;;;;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2026;blok;;True
Dwa pokoje|Balkon 2x|Miejsce postojowe|23% Vat;ul. Na Grobli, Przedmieście Oławskie, Krzyki, Wrocław, dolnośląskie;698000;2;35.00;3;3;900;;pełna własność;do zamieszkania;balkon;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2020;blok;plastikowe;True
Mieszkanie dwurodzinne 89,36/ 2 salony 2 kuchnie 2;Jagodno, Krzyki, Wrocław, dolnośląskie;1139340;5;89.36;parter;1;;;pełna własność;do wykończenia;ogródek, taras;;gazowe;pierwotny;biuro nieruchomości ;2025;blok;;False
Hetmańska 36m2 2pok.+wyposażenie, balkon, piwnica;ul. Hetmańska, Zawidawie, Psie Pole, Wrocław, dolnośląskie;430000;2;36.00;3;4;350;W trakcie realizacji / Zwolnione;spółdzielcze wł. prawo do lokalu;do zamieszkania;balkon;;kotłownia;wtórny;biuro nieruchomości ;1980;blok;plastikowe;False
Komfortowy apartament z garażem na 2 samochody!;ul. Agrestowa, Partynice, Krzyki, Wrocław, dolnośląskie;1250000;3;80.00;;;500;;pełna własność;;ogródek;garaż/miejsce parkingowe;gazowe;wtórny;biuro nieruchomości ;2018;apartamentowiec;plastikowe;False
2-pokojowe mieszkanie 38m2 + balkon Bezpośrednio;ul. Jeździecka 15, Krzyki, Krzyki, Wrocław, dolnośląskie;;2;38.06;1;6;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;;;;;;;
WYKOŃCZNY lokal Inwestycyjny >25m2 OdliczVAT23%;Muchobór Mały, Fabryczna, Wrocław, dolnośląskie;394718;1;28.14;3;;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;;apartamentowiec;plastikowe;True
Mieszkanie przy lesie mokrzańskim/komórka/m.post.;ul. Stanisława Hartmana, Leśnica, Fabryczna, Wrocław, dolnośląskie;599000;2;49.08;1;3;430;;pełna własność;do zamieszkania;balkon, ogródek;;gazowe;wtórny;biuro nieruchomości ;2009;blok;plastikowe;False
jak nowe I taras I garderoba I garaż I siłownia;ul. Adama Jerzego Czartoryskiego, Poświętne, Psie Pole, Wrocław, dolnośląskie;840000;3;64.10;1;5;750;;;do zamieszkania;balkon, taras;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2021;;;True
Studio premium w prestiżowym Angel City;ul. gen. Romualda Traugutta, Przedmieście Oławskie, Krzyki, Wrocław, dolnośląskie;690000;1;28.00;4;12;;A+;pełna własność;do zamieszkania;;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2020;apartamentowiec;plastikowe;True
Trzy Pokoje I Dwa Duże Balkony;ul. Długa, Szczepin, Stare Miasto, Wrocław, dolnośląskie;869000;3;62.86;9;9;630;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2022;blok;plastikowe;True
Gotowiec / Roi 10% udokumentowane / Popowice;Popowice Północne, Fabryczna, Wrocław, dolnośląskie;827000;6;63.20;parter;4;;;;do zamieszkania;balkon;;miejskie;wtórny;biuro nieruchomości ;1980;blok;plastikowe;False
Taras|Zielona okolica| komórka+Mp |Po remoncie;Wojszyce, Krzyki, Wrocław, dolnośląskie;475000;1;38.00;parter;3;540;;pełna własność;;taras;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2017;;plastikowe;True
Lokal/ Gaj/ /Winda/Dla inwestorów/Bez prowizji;Gaj, Krzyki, Wrocław, dolnośląskie;505620;1;28.29;1;6;;;;;;;miejskie;pierwotny;biuro nieruchomości ;2022;;plastikowe;True
Stabłowice-Kokosowa | 2pok | Komórka!;Przedmieście Świdnickie, Stare Miasto, Wrocław, dolnośląskie;514999;2;37.50;3;3;;;;do zamieszkania;balkon;;;wtórny;biuro nieruchomości ;2018;;;True
Kamienica/4 pok/1p/balkon/możliwy podział;ul. Norberta Barlickiego, Ołbin, Śródmieście, Wrocław, dolnośląskie;849000;4;98.00;1;4;680;;pełna własność;do wykończenia;balkon;;gazowe;wtórny;biuro nieruchomości ;1912;kamienica;plastikowe;False
Mieszkanie idealne na start, dobrze skomunikowane.;Turawska, Księże, Krzyki, Wrocław, dolnośląskie;547336;2;44.14;parter;3;;;;;balkon;garaż/miejsce parkingowe;;pierwotny;biuro nieruchomości ;;;plastikowe;True
4 pokoje z ogródkiem 154mkw w zielonej okolicy!;ul. Ełcka, Kowale, Psie Pole, Wrocław, dolnośląskie;1234310;4;80.15;parter;1;;;pełna własność;;balkon, ogródek, taras;garaż/miejsce parkingowe;;pierwotny;biuro nieruchomości ;2025;dom wolnostojący;plastikowe;False
3 Pokoje tuż za Wrocławiem, Gotowe w 2024;ul. Lutyńska, Leśnica, Fabryczna, Wrocław, dolnośląskie;472714;3;57.93;2;2;;;pełna własność;;balkon, taras;garaż/miejsce parkingowe;kotłownia;pierwotny;biuro nieruchomości ;2024;;plastikowe;True
3 Pokoje tuż za Wrocławiem, Gotowe w 2024;ul. Lutyńska, Leśnica, Fabryczna, Wrocław, dolnośląskie;475311;3;58.60;2;2;;;pełna własność;;balkon, taras;garaż/miejsce parkingowe;kotłownia;pierwotny;biuro nieruchomości ;2024;;plastikowe;True
Narożne 3 pokoje z balkonem, Wrocław - Księże Wlk.;Księże, Krzyki, Wrocław, dolnośląskie;926627;3;83.48;3;3;;;pełna własność;;balkon, taras;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2024;apartamentowiec;plastikowe;True
Dwustronne 2 pokoje, garaż, komórka lokatorska;ul. Koszarowa, Karłowice, Psie Pole, Wrocław, dolnośląskie;639000;2;45.39;5;5;;;pełna własność;;balkon, taras;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2025;apartamentowiec;plastikowe;True
✔ Maślice ✔4 pok. ✔Nowe ✔Gotowe ✔Taras ✔Winda ✔0%;Maślice, Fabryczna, Wrocław, dolnośląskie;769000;4;77.78;parter;4;855;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;inne;pierwotny;biuro nieruchomości ;2023;apartamentowiec;plastikowe;True
Świetne gotowe mieszkanie 48.6 m2 przy Rogowskiej;Nowy Dwór, Fabryczna, Wrocław, dolnośląskie;606000;2;48.60;2;10;;;pełna własność;do zamieszkania;balkon, ogródek;;miejskie;wtórny;biuro nieruchomości ;;blok;plastikowe;True
2 pok. mieszk. +parking, Starówka, ul. Łaciarska!;ul. Łaciarska, Stare Miasto, Stare Miasto, Wrocław, dolnośląskie;950000;2;58.80;1;4;550;;pełna własność;;balkon;garaż/miejsce parkingowe;miejskie;wtórny;prywatny;;blok;plastikowe;False
Mieszkanie Sienkiewicza po generalnym remoncie;ul. Henryka Sienkiewicza, Plac Grunwaldzki, Śródmieście, Wrocław, dolnośląskie;660000;1;49.28;parter;4;250;;pełna własność;do zamieszkania;balkon;garaż/miejsce parkingowe;gazowe;wtórny;prywatny;;kamienica;plastikowe;False
4 pokoje, garaż, komórka lokatorska! Płn. Wrocław;ul. Koszarowa, Karłowice, Psie Pole, Wrocław, dolnośląskie;964000;4;72.93;3;5;;;pełna własność;;balkon, taras;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2025;apartamentowiec;plastikowe;True
3 Pokoje tuż za Wrocławiem, Gotowe w 2024;ul. Lutyńska, Leśnica, Fabryczna, Wrocław, dolnośląskie;492462;3;59.40;1;2;;;pełna własność;;balkon, taras;garaż/miejsce parkingowe;kotłownia;pierwotny;biuro nieruchomości ;2024;;plastikowe;True
3 pokoje+duża antresola! Garaż podz. /Wro-Maślice;ul. Maślicka, Maślice, Fabryczna, Wrocław, dolnośląskie;907605;4;95.85;2;2;;;pełna własność;;balkon, taras;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2024;;plastikowe;True
Dwupoziomowy apartament w otoczeniu zieleni;Dąbie, Śródmieście, Wrocław, dolnośląskie;1300000;3;78.38;2;2;500;;;;taras;;miejskie;wtórny;biuro nieruchomości ;2012;apartamentowiec;plastikowe;True
Okazja , 2 pok Wrocław / Cisza/Komfort;Pilczyce, Fabryczna, Wrocław, dolnośląskie;430000;1;30.00;1;4;;;;do zamieszkania;balkon;;miejskie;wtórny;biuro nieruchomości ;2005;blok;plastikowe;False
Klimatyczne mieszkanie, odrestarowana kamienica!;ul. Pomorska, Nadodrze, Śródmieście, Wrocław, dolnośląskie;850000;2;75.00;1;5;550;;pełna własność;;;;gazowe;wtórny;biuro nieruchomości ;;kamienica;plastikowe;False
Świeżo wyremontowane! 2-pokoje - Centrum;ul. Żelazna, Powstańców Śląskich, Krzyki, Wrocław, dolnośląskie;554000;2;35.00;2;10;;;pełna własność;do zamieszkania;;;miejskie;wtórny;biuro nieruchomości ;1980;blok;;True
Odra tower | Apartament | Premium | 2 Pokoje;Szczepin, Stare Miasto, Wrocław, dolnośląskie;859900;2;46.00;6;17;;;;;balkon;;;wtórny;biuro nieruchomości ;2013;apartamentowiec;plastikowe;True
Kawalerka w centrum 10 minut pieszo od Rynku;Nadodrze, Śródmieście, Wrocław, dolnośląskie;370000;1;23.30;parter;1;89;;pełna własność;do zamieszkania;;;elektryczne;wtórny;prywatny;;kamienica;plastikowe;False
Dwupoziomowe/DUZE 100m2/balkon/komórka lokatorska;ul. Kozia, Maślice, Fabryczna, Wrocław, dolnośląskie;799000;4;99.70;1;2;550;;pełna własność;do zamieszkania;balkon;;gazowe;wtórny;biuro nieruchomości ;2012;blok;plastikowe;False
Komfortowe 2 pokoje w pełnym rozkładzie,blisko Ue;al. Armii Krajowej, Huby, Krzyki, Wrocław, dolnośląskie;715000;2;42.00;5;7;500;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2024;apartamentowiec;plastikowe;True
klimatyczne duże jasne mieszkanie na Biskupinie!;ul. Janusza Korczaka, Biskupin, Śródmieście, Wrocław, dolnośląskie;1486000;4;100.00;parter;1;;;pełna własność;do zamieszkania;ogródek, taras;garaż/miejsce parkingowe;gazowe;wtórny;biuro nieruchomości ;1920;dom wolnostojący;drewniane;False
35m2 MUCHOBÓR Factory Żwirki i Wigury TARAS;Muchobór Mały, Fabryczna, Wrocław, dolnośląskie;430000;1;34.45;3;3;564;;pełna własność;do zamieszkania;balkon, taras;garaż/miejsce parkingowe;kotłownia;wtórny;biuro nieruchomości ;2010;blok;plastikowe;True
3 Pok* 15 Min Rynek*Po Remoncie*;ul. Bolesława Krzywoustego, Kowale, Psie Pole, Wrocław, dolnośląskie;697000;3;59.00;1;3;400;;pełna własność;do zamieszkania;;garaż/miejsce parkingowe;gazowe;wtórny;biuro nieruchomości ;1930;blok;plastikowe;False
Apartament 37m2, Gwarancja najniższej ceny, 0% PCC;Muchobór Mały, Fabryczna, Wrocław, dolnośląskie;513273;2;36.49;2;7;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2026;apartamentowiec;plastikowe;True
2M+balkon I Zielona okolica_ Na start/inwestycje;Zawidawie, Psie Pole, Wrocław, dolnośląskie;444000;2;36.00;3;4;350;;pełna własność;do remontu;balkon;;kotłownia;wtórny;biuro nieruchomości ;1983;blok;plastikowe;False
Wysoki standard - Balkon - Garaż - Bez prowizji;ul. Opolska, Przedmieście Świdnickie, Stare Miasto, Wrocław, dolnośląskie;569000;2;38.00;2;3;;A+;pełna własność;do zamieszkania;balkon;garaż/miejsce parkingowe;miejskie;wtórny;prywatny;2010;blok;plastikowe;False
2M z osobną kuchnią | Balkon | Dwustronne | Gądów;Gądów, Fabryczna, Wrocław, dolnośląskie;595000;2;47.00;6;6;;;pełna własność;do zamieszkania;balkon;;miejskie;wtórny;biuro nieruchomości ;;blok;plastikowe;True
Kawalerka 26m2, Bez Prowizji, Topowa Lokalizacja;Muchobór Mały, Fabryczna, Wrocław, dolnośląskie;382727;1;25.79;4;7;;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2026;apartamentowiec;plastikowe;True
Duży Taras/Zielony Oporów/Dwustronne/Tramwaj;ul. Ibn Siny Awicenny, Oporów, Fabryczna, Wrocław, dolnośląskie;782000;3;70.50;parter;3;;;pełna własność;;balkon, taras;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;2025;apartamentowiec;plastikowe;True
Promocja/Dostępne Od Zaraz/Mieszkanie/;ul. Nefrytowa, Ołtaszyn, Krzyki, Wrocław, dolnośląskie;509309;1;40.81;1;2;;;pełna własność;;;garaż/miejsce parkingowe;miejskie;pierwotny;biuro nieruchomości ;;blok;;False
duze 4 pokojowe, jasne mieszkanie na Reja - 100m2!;ul. Mikołaja Reja, Ołbin, Śródmieście, Wrocław, dolnośląskie;950000;4;99.70;5;5;1;;pełna własność;do zamieszkania;;;gazowe;wtórny;biuro nieruchomości ;1900;kamienica;drewniane;False
Rozkładowe/ 2 pokoje/ Okazja/ Obok Park i Centrum;ul. Inowrocławska, Szczepin, Stare Miasto, Wrocław, dolnośląskie;484000;2;38.00;3;10;388;W trakcie realizacji / Zwolnione;pełna własność;do remontu;;;miejskie;wtórny;biuro nieruchomości ;1974;blok;plastikowe;True
Kawalerka blisko centrum z balkonem;Grabiszyn, Fabryczna, Wrocław, dolnośląskie;370000;1;26.34;2;10;;;;do remontu;balkon;;;wtórny;biuro nieruchomości ;1970;blok;plastikowe;True
ROZKŁADOWE,3pok,opcja 4 pok,Miejskie Media,Balkon;ul. Eugeniusza Horbaczewskiego, Gądów, Fabryczna, Wrocław, dolnośląskie;569000;3;58.20;1;8;;;;;balkon;;miejskie;wtórny;biuro nieruchomości ;1989;blok;plastikowe;True
Wyjątkowa nieruchomość*ul.Rodakowskiego*;ul. Henryka Hipolita Rodakowskiego, Biskupin, Śródmieście, Wrocław, dolnośląskie;1199000;4;101.50;;;;;pełna własność;;;;gazowe;wtórny;biuro nieruchomości ;1930;dom wolnostojący;;False
*2 pok*Balkon*Krzyki/Ołtaszyn*;Ołtaszyn, Krzyki, Wrocław, dolnośląskie;599000;2;41.39;1;2;560;;;do zamieszkania;;garaż/miejsce parkingowe;inne;wtórny;biuro nieruchomości ;2022;blok;;True
Oferta Dla Inwestora - Wykończony Lokal Z Najemcą;ul. Gwiaździsta, Powstańców Śląskich, Krzyki, Wrocław, dolnośląskie;760000;2;48.28;parter;8;570;A;pełna własność;do zamieszkania;;;miejskie;wtórny;biuro nieruchomości ;2022;apartamentowiec;aluminiowe;True
Apartament 3 pok. Stare Miasto, 600m od Rynku! Pod;Szczepin, Stare Miasto, Wrocław, dolnośląskie;1137960;3;52.20;7;23;;;pełna własność;do zamieszkania;balkon;;miejskie;pierwotny;biuro nieruchomości ;2024;apartamentowiec;;True
Ogrody Hallera - 2 Pokojowe - Do Wprowadzenia;al. gen. Józefa Hallera, Grabiszyn, Fabryczna, Wrocław, dolnośląskie;799000;2;49.00;parter;3;500;A;pełna własność;do zamieszkania;taras;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2016;apartamentowiec;drewniane;True
Gotowiec inwestycyjny - 6 wynajętych pokoi;ul. Niedźwiedzia, Popowice Północne, Fabryczna, Wrocław, dolnośląskie;827000;6;63.20;parter;4;1;;pełna własność;;balkon;;miejskie;wtórny;biuro nieruchomości ;1977;blok;plastikowe;False
3 Słoneczne pokoje - atrakcyjna lokalizacja;ul. gen. Stanisława Maczka, Partynice, Krzyki, Wrocław, dolnośląskie;790000;3;74.13;1;3;;;;;balkon;garaż/miejsce parkingowe;;wtórny;biuro nieruchomości ;2007;;plastikowe;False
Nadodrze / 10 min do Rynku / kamienica;ul. Trzebnicka, Nadodrze, Śródmieście, Wrocław, dolnośląskie;649000;3;86.00;4;4;500;;pełna własność;do zamieszkania;;;gazowe;wtórny;biuro nieruchomości ;1890;kamienica;plastikowe;False
Gotowiec pod booking - pracujący, do przejęcia!;ul. Mikołaja Sępa-Szarzyńskiego, Plac Grunwaldzki, Śródmieście, Wrocław, dolnośląskie;685000;3;42.00;1;4;400;;pełna własność;;;;elektryczne;wtórny;biuro nieruchomości ;1923;kamienica;;False
Dwa pokoje na zamkniętym osiedlu w centrum miasta;ul. Tęczowa, Przedmieście Świdnickie, Stare Miasto, Wrocław, dolnośląskie;695000;2;46.26;5;6;700;;pełna własność;;balkon;;miejskie;wtórny;biuro nieruchomości ;2018;blok;plastikowe;True
4 pokoje z 2 balkonami | W pełni wyposażone;ul. Ibn Siny Awicenny, Oporów, Fabryczna, Wrocław, dolnośląskie;1499000;4;74.94;3;3;650;;pełna własność;do zamieszkania;balkon;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2020;blok;plastikowe;True
Przestronne 3 pokoje na Jagodnie!;Stanisława Drabika, Jagodno, Krzyki, Wrocław, dolnośląskie;819000;3;68.80;3;4;700;;pełna własność;do wykończenia;balkon;garaż/miejsce parkingowe;miejskie;wtórny;biuro nieruchomości ;2022;blok;plastikowe;True
